index,Release_Week,Region,Week,Sites_Reporting,ILI_0_4_years,ILI_5_24_years,ILI_25_49_years,ILI_50_64_years,ILI_65_plus_years,Total_ILI,Total_Patient_Visits,Perc_Unweighted_ILI,Perc_Weighted_ILI
714,1450,Region 10,201450,59,62,90,35,22,10,219,10999,1.99,1.67
715,1451,National,201440,1914,2933,4018,2019,705,521,10196,834049,1.22,1.19
716,1451,National,201441,1943,3020,4450,2151,835,537,10993,822795,1.34,1.34
717,1451,National,201442,1971,3428,4736,2344,873,561,11942,835925,1.43,1.41
718,1451,National,201443,1978,3403,4922,2479,894,524,12222,849742,1.44,1.46
719,1451,National,201444,2009,3558,5049,2275,797,514,12193,838083,1.45,1.45
720,1451,National,201445,2002,4167,5744,2358,854,552,13675,842300,1.62,1.65
721,1451,National,201446,1961,4279,5657,2257,895,576,13664,826101,1.65,1.64
722,1451,National,201447,1976,4624,7275,2950,1047,631,16527,805453,2.05,2.12
723,1451,National,201448,1970,5286,6770,3335,1166,866,17423,646176,2.7,2.61
724,1451,National,201449,1946,5930,8825,4562,1759,1201,22277,828921,2.69,2.61
725,1451,National,201450,1826,6917,12215,5109,1867,1379,27487,782413,3.51,3.69
726,1451,National,201451,1371,7024,12539,5795,2047,1559,28964,596741,4.85,5.53
727,1451,Region 1,201440,142,101,185,44,13,9,352,50896,0.69,0.88
728,1451,Region 1,201441,148,109,199,37,24,17,386,50711,0.76,0.93
729,1451,Region 1,201442,143,81,191,53,21,8,354,45059,0.79,0.95
730,1451,Region 1,201443,148,84,164,47,20,14,329,51757,0.64,0.82
731,1451,Region 1,201444,152,115,216,54,30,15,430,52640,0.82,1.07
732,1451,Region 1,201445,155,145,253,53,24,19,494,57956,0.85,1.18
733,1451,Region 1,201446,148,129,225,53,31,23,461,51342,0.9,1.16
734,1451,Region 1,201447,144,148,172,64,26,12,422,47547,0.89,1.11
735,1451,Region 1,201448,144,134,131,49,22,20,356,32349,1.1,1.32
736,1451,Region 1,201449,145,151,238,77,33,28,527,48182,1.09,1.35
737,1451,Region 1,201450,133,149,211,67,33,41,501,42631,1.18,1.45
738,1451,Region 1,201451,106,178,194,60,23,30,485,35598,1.36,1.56
739,1451,Region 2,201440,253,872,758,351,150,108,2239,134096,1.67,1.82
740,1451,Region 2,201441,242,837,675,338,148,110,2108,129275,1.63,1.71
741,1451,Region 2,201442,255,995,860,450,183,108,2596,129794,2.0,2.38
742,1451,Region 2,201443,259,927,968,449,155,101,2600,128360,2.03,2.37
743,1451,Region 2,201444,260,1012,863,343,137,84,2439,124304,1.96,2.05
744,1451,Region 2,201445,257,1195,917,349,143,108,2712,124318,2.18,2.6
745,1451,Region 2,201446,253,1092,816,315,155,80,2458,120142,2.05,2.38
746,1451,Region 2,201447,256,1188,882,378,178,102,2728,118424,2.3,2.96
747,1451,Region 2,201448,259,1252,835,380,144,98,2709,102913,2.63,3.17
748,1451,Region 2,201449,253,1409,1035,394,183,107,3128,124175,2.52,2.64
749,1451,Region 2,201450,224,1373,1072,475,192,117,3229,116998,2.76,3.08
750,1451,Region 2,201451,200,1313,1265,473,185,160,3396,110221,3.08,4.88
751,1451,Region 3,201440,241,395,624,450,125,89,1683,128326,1.31,1.2
752,1451,Region 3,201441,237,404,661,460,131,75,1731,112166,1.54,1.39
753,1451,Region 3,201442,231,415,714,442,146,86,1803,117570,1.53,1.32
754,1451,Region 3,201443,241,487,699,456,153,79,1874,126307,1.48,1.37
755,1451,Region 3,201444,240,492,726,450,127,81,1876,121809,1.54,1.39
756,1451,Region 3,201445,242,546,749,416,130,89,1930,127017,1.52,1.43
757,1451,Region 3,201446,246,603,723,438,165,88,2017,129632,1.56,1.4
758,1451,Region 3,201447,242,553,746,470,141,99,2009,113265,1.77,1.73
759,1451,Region 3,201448,233,600,770,490,159,117,2136,97710,2.19,2.12
760,1451,Region 3,201449,235,642,1016,736,256,153,2803,124893,2.24,2.11
761,1451,Region 3,201450,226,841,1469,991,335,237,3873,125607,3.08,2.81
762,1451,Region 3,201451,199,930,2336,1549,526,327,5668,111100,5.1,4.43
763,1451,Region 4,201440,299,330,530,187,80,46,1173,127408,0.92,0.84
764,1451,Region 4,201441,305,353,763,248,73,64,1501,128311,1.17,1.12
765,1451,Region 4,201442,303,328,687,240,80,45,1380,130554,1.06,1.14
766,1451,Region 4,201443,289,386,741,291,129,48,1595,131185,1.22,1.32
767,1451,Region 4,201444,313,341,857,252,93,48,1591,132405,1.2,1.28
768,1451,Region 4,201445,300,482,947,313,119,50,1911,125913,1.52,1.5
769,1451,Region 4,201446,305,511,1146,335,135,64,2191,127088,1.72,1.7
770,1451,Region 4,201447,307,606,1707,491,163,75,3042,133055,2.29,2.22
771,1451,Region 4,201448,295,756,1340,538,241,140,3015,98155,3.07,3.08
772,1451,Region 4,201449,284,770,1648,796,306,205,3725,118596,3.14,2.88
773,1451,Region 4,201450,278,1280,2655,821,292,205,5253,116872,4.49,3.77
774,1451,Region 4,201451,207,1592,2985,1207,430,344,6558,99082,6.62,6.54
775,1451,Region 5,201440,266,358,400,181,80,64,1083,106896,1.01,0.74
776,1451,Region 5,201441,277,339,443,182,105,48,1117,107731,1.04,0.81
777,1451,Region 5,201442,281,402,472,190,100,65,1229,108512,1.13,0.88
778,1451,Region 5,201443,284,394,506,248,101,84,1333,111956,1.19,1.0
779,1451,Region 5,201444,288,456,558,240,122,65,1441,115917,1.24,1.04
780,1451,Region 5,201445,287,490,705,249,106,76,1626,114968,1.41,1.17
781,1451,Region 5,201446,287,553,710,272,115,59,1709,113037,1.51,1.23
782,1451,Region 5,201447,276,584,827,323,129,79,1942,106549,1.82,1.46
783,1451,Region 5,201448,282,677,978,323,130,125,2233,84447,2.64,1.87
784,1451,Region 5,201449,280,1008,1590,552,233,203,3586,112820,3.18,2.4
785,1451,Region 5,201450,263,1192,2409,775,312,262,4950,109420,4.52,3.77
786,1451,Region 5,201451,151,837,1586,560,246,215,3444,66103,5.21,4.97
787,1451,Region 6,201440,234,464,710,469,121,78,1842,103549,1.78,1.83
788,1451,Region 6,201441,245,560,807,509,187,100,2163,109505,1.98,2.02
789,1451,Region 6,201442,251,764,929,573,182,103,2551,110021,2.32,2.15
790,1451,Region 6,201443,250,654,983,570,171,90,2468,108852,2.27,2.2
791,1451,Region 6,201444,243,668,1022,593,141,78,2502,108188,2.31,2.29
792,1451,Region 6,201445,244,788,1117,601,170,90,2766,105213,2.63,2.42
793,1451,Region 6,201446,216,850,1080,473,156,133,2692,103425,2.6,2.24
794,1451,Region 6,201447,239,913,1802,808,219,119,3861,99206,3.89,3.88
795,1451,Region 6,201448,244,1271,1792,1123,294,222,4702,92659,5.07,4.7
796,1451,Region 6,201449,246,1259,2080,1425,441,331,5536,113294,4.89,4.82
797,1451,Region 6,201450,236,1294,2682,1253,399,262,5890,95588,6.16,8.18
798,1451,Region 6,201451,188,1408,2669,1311,399,304,6091,75288,8.09,12.4
799,1451,Region 7,201440,83,50,97,42,15,13,217,50032,0.43,0.69
800,1451,Region 7,201441,83,57,124,54,17,11,263,49871,0.53,0.83
801,1451,Region 7,201442,82,52,127,71,23,13,286,51846,0.55,0.95
802,1451,Region 7,201443,85,65,127,53,25,8,278,51529,0.54,0.85
803,1451,Region 7,201444,80,54,112,36,9,11,222,47750,0.46,0.68
804,1451,Region 7,201445,81,47,123,58,11,11,250,50597,0.49,0.75
805,1451,Region 7,201446,84,61,135,59,22,7,284,50797,0.56,1.02
806,1451,Region 7,201447,80,74,162,55,20,8,319,49573,0.64,1.0
807,1451,Region 7,201448,82,79,161,88,23,17,368,36624,1.0,1.83
808,1451,Region 7,201449,79,89,231,121,44,21,506,52919,0.96,1.77
809,1451,Region 7,201450,75,154,540,219,60,68,1041,51220,2.03,3.68
810,1451,Region 7,201451,50,146,438,207,73,59,923,12546,7.36,6.6
811,1451,Region 8,201440,117,82,152,87,19,8,348,36991,0.94,0.67
812,1451,Region 8,201441,114,58,146,87,23,12,326,37517,0.87,0.66
813,1451,Region 8,201442,114,65,175,82,19,10,351,39391,0.89,0.67
814,1451,Region 8,201443,111,80,173,91,23,10,377,35071,1.07,0.79
815,1451,Region 8,201444,114,81,152,94,25,12,364,36635,0.99,0.77
816,1451,Region 8,201445,109,82,180,80,21,6,369,34733,1.06,0.81
817,1451,Region 8,201446,112,93,215,97,21,14,440,36303,1.21,0.79
818,1451,Region 8,201447,111,98,238,84,26,16,462,36140,1.28,0.76
819,1451,Region 8,201448,114,120,248,104,29,20,521,30738,1.69,0.99
820,1451,Region 8,201449,112,164,283,142,52,18,659,36958,1.78,1.32
821,1451,Region 8,201450,110,188,414,196,57,33,888,36908,2.41,1.87
822,1451,Region 8,201451,95,216,493,223,64,46,1042,33579,3.1,2.47
823,1451,Region 9,201440,226,259,532,201,101,105,1198,84987,1.41,1.73
824,1451,Region 9,201441,239,279,567,216,117,97,1276,86060,1.48,1.83
825,1451,Region 9,201442,244,292,519,232,108,121,1272,89387,1.42,1.73
826,1451,Region 9,201443,248,286,521,254,111,86,1258,91614,1.37,1.69
827,1451,Region 9,201444,253,301,491,186,108,113,1199,85559,1.4,1.72
828,1451,Region 9,201445,260,346,687,218,120,92,1463,88579,1.65,2.03
829,1451,Region 9,201446,243,344,551,186,85,100,1266,81646,1.55,1.86
830,1451,Region 9,201447,259,403,679,255,139,104,1580,90207,1.75,2.16
831,1451,Region 9,201448,252,340,472,218,112,99,1241,60173,2.06,2.44
832,1451,Region 9,201449,248,380,633,289,183,124,1609,85369,1.88,2.17
833,1451,Region 9,201450,222,384,673,277,165,144,1643,76170,2.16,2.41
834,1451,Region 9,201451,129,337,471,174,84,64,1130,45279,2.5,2.85
835,1451,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
836,1451,Region 10,201441,53,24,65,20,10,3,122,11648,1.05,1.1
837,1451,Region 10,201442,67,34,62,11,11,2,120,13791,0.87,0.8
838,1451,Region 10,201443,63,40,40,20,6,4,110,13111,0.84,0.76
839,1451,Region 10,201444,66,38,52,27,5,7,129,12876,1.0,0.89
840,1451,Region 10,201445,67,46,66,21,10,11,154,13006,1.18,0.89
841,1451,Region 10,201446,67,43,56,29,10,8,146,12689,1.15,0.91
842,1451,Region 10,201447,62,57,60,22,6,17,162,11487,1.41,1.07
843,1451,Region 10,201448,65,57,43,22,12,8,142,10408,1.36,1.07
844,1451,Region 10,201449,64,58,71,30,28,11,198,11715,1.69,1.46
845,1451,Region 10,201450,59,62,90,35,22,10,219,10999,1.99,1.67
846,1451,Region 10,201451,46,67,102,31,17,10,227,7945,2.86,2.12
847,1452,National,201440,1916,2935,4021,2021,706,522,10205,834638,1.22,1.19
848,1452,National,201441,1944,3020,4453,2152,835,537,10997,823109,1.34,1.34
849,1452,National,201442,1972,3428,4736,2344,873,561,11942,836063,1.43,1.41
850,1452,National,201443,1982,3405,4928,2483,896,526,12238,850511,1.44,1.46
851,1452,National,201444,2017,3560,5050,2275,799,515,12199,839260,1.45,1.45
852,1452,National,201445,2008,4167,5747,2358,858,552,13682,843357,1.62,1.65
853,1452,National,201446,1969,4291,5675,2270,896,577,13709,827297,1.66,1.64
854,1452,National,201447,1988,4637,7286,2958,1049,633,16563,810145,2.04,2.12
855,1452,National,201448,1985,5336,6802,3348,1169,870,17525,650206,2.7,2.63
856,1452,National,201449,1963,5966,8861,4599,1762,1207,22395,836038,2.68,2.61
857,1452,National,201450,1873,7102,12550,5263,1898,1415,28228,797355,3.54,3.73
858,1452,National,201451,1635,8336,14616,6637,2437,1881,33907,693305,4.89,5.34
859,1452,National,201452,1318,8262,10761,7364,2908,2727,32022,497865,6.43,5.94
860,1452,Region 1,201440,142,101,185,44,13,9,352,50896,0.69,0.88
861,1452,Region 1,201441,148,109,199,37,24,17,386,50711,0.76,0.93
862,1452,Region 1,201442,143,81,191,53,21,8,354,45059,0.79,0.95
863,1452,Region 1,201443,148,84,165,47,20,14,330,51757,0.64,0.82
864,1452,Region 1,201444,152,115,216,54,30,15,430,52640,0.82,1.07
865,1452,Region 1,201445,155,145,253,53,24,19,494,57960,0.85,1.18
866,1452,Region 1,201446,148,129,225,53,31,24,462,51341,0.9,1.16
867,1452,Region 1,201447,145,148,172,64,26,12,422,50051,0.84,1.07
868,1452,Region 1,201448,145,134,131,49,22,20,356,34104,1.04,1.27
869,1452,Region 1,201449,146,151,238,77,33,28,527,50694,1.04,1.31
870,1452,Region 1,201450,134,149,211,67,33,41,501,44876,1.12,1.4
871,1452,Region 1,201451,124,183,216,66,29,36,530,41873,1.27,1.5
872,1452,Region 1,201452,106,169,136,72,42,49,468,25031,1.87,1.98
873,1452,Region 2,201440,253,872,758,351,150,108,2239,134096,1.67,1.82
874,1452,Region 2,201441,242,837,675,338,148,110,2108,129275,1.63,1.71
875,1452,Region 2,201442,255,995,860,450,183,108,2596,129794,2.0,2.38
876,1452,Region 2,201443,259,927,968,449,155,101,2600,128360,2.03,2.37
877,1452,Region 2,201444,261,1012,863,343,137,84,2439,124406,1.96,2.05
878,1452,Region 2,201445,257,1195,917,349,143,108,2712,124318,2.18,2.6
879,1452,Region 2,201446,254,1092,816,315,155,80,2458,120172,2.05,2.38
880,1452,Region 2,201447,258,1188,883,378,178,102,2729,118484,2.3,2.96
881,1452,Region 2,201448,261,1252,835,380,144,98,2709,103177,2.63,3.15
882,1452,Region 2,201449,256,1409,1035,394,183,107,3128,125296,2.5,2.62
883,1452,Region 2,201450,228,1373,1073,475,192,117,3230,118009,2.74,3.06
884,1452,Region 2,201451,219,1389,1317,504,207,167,3584,115339,3.11,4.3
885,1452,Region 2,201452,170,1450,1231,557,224,139,3601,97946,3.68,4.46
886,1452,Region 3,201440,242,395,627,451,126,90,1689,128589,1.31,1.21
887,1452,Region 3,201441,238,404,664,461,131,75,1735,112480,1.54,1.39
888,1452,Region 3,201442,231,415,714,442,146,86,1803,117570,1.53,1.32
889,1452,Region 3,201443,242,487,703,458,155,81,1884,126579,1.49,1.37
890,1452,Region 3,201444,241,492,726,450,129,82,1879,122083,1.54,1.39
891,1452,Region 3,201445,243,546,750,416,134,89,1935,127386,1.52,1.43
892,1452,Region 3,201446,247,603,728,444,166,88,2029,129958,1.56,1.4
893,1452,Region 3,201447,244,559,751,477,143,99,2029,114420,1.77,1.72
894,1452,Region 3,201448,235,631,783,494,160,117,2185,98449,2.22,2.26
895,1452,Region 3,201449,236,677,1020,736,256,153,2842,125380,2.27,2.19
896,1452,Region 3,201450,229,871,1478,991,335,237,3912,127189,3.08,2.88
897,1452,Region 3,201451,216,996,2383,1561,529,327,5796,119787,4.84,4.18
898,1452,Region 3,201452,191,1770,3429,3322,1196,1100,10817,117250,9.23,7.77
899,1452,Region 4,201440,299,330,530,187,80,46,1173,127408,0.92,0.84
900,1452,Region 4,201441,305,353,763,248,73,64,1501,128311,1.17,1.12
901,1452,Region 4,201442,304,328,687,240,80,45,1380,130692,1.06,1.14
902,1452,Region 4,201443,290,386,741,291,129,48,1595,131254,1.22,1.32
903,1452,Region 4,201444,314,341,857,252,93,48,1591,132539,1.2,1.28
904,1452,Region 4,201445,301,482,947,313,119,50,1911,126068,1.52,1.5
905,1452,Region 4,201446,306,511,1146,335,135,64,2191,127229,1.72,1.7
906,1452,Region 4,201447,309,606,1707,491,163,75,3042,133239,2.28,2.21
907,1452,Region 4,201448,297,756,1340,538,241,140,3015,98308,3.07,3.08
908,1452,Region 4,201449,287,772,1651,799,308,205,3735,119275,3.13,2.87
909,1452,Region 4,201450,288,1302,2725,844,303,208,5382,120486,4.47,3.79
910,1452,Region 4,201451,245,1831,3629,1491,547,440,7938,113972,6.96,6.61
911,1452,Region 4,201452,181,1508,1838,1039,428,454,5267,63788,8.26,7.54
912,1452,Region 5,201440,266,358,400,181,80,64,1083,106896,1.01,0.74
913,1452,Region 5,201441,277,339,443,182,105,48,1117,107731,1.04,0.81
914,1452,Region 5,201442,281,402,472,190,100,65,1229,108512,1.13,0.88
915,1452,Region 5,201443,284,394,506,248,101,84,1333,111956,1.19,1.0
916,1452,Region 5,201444,289,456,558,240,122,65,1441,116025,1.24,1.04
917,1452,Region 5,201445,287,490,705,249,106,76,1626,114968,1.41,1.17
918,1452,Region 5,201446,287,553,710,272,115,59,1709,113037,1.51,1.23
919,1452,Region 5,201447,276,584,827,323,129,79,1942,106549,1.82,1.46
920,1452,Region 5,201448,284,685,978,323,131,125,2242,84836,2.64,1.88
921,1452,Region 5,201449,283,1008,1598,553,234,203,3596,114689,3.14,2.38
922,1452,Region 5,201450,274,1223,2532,791,318,262,5126,113154,4.53,3.87
923,1452,Region 5,201451,241,1504,2461,870,415,338,5588,99617,5.61,5.12
924,1452,Region 5,201452,181,867,1017,657,287,319,3147,53011,5.94,6.19
925,1452,Region 6,201440,234,464,710,469,121,78,1842,103549,1.78,1.83
926,1452,Region 6,201441,245,560,807,509,187,100,2163,109505,1.98,2.02
927,1452,Region 6,201442,251,764,929,573,182,103,2551,110021,2.32,2.15
928,1452,Region 6,201443,250,654,983,570,171,90,2468,108852,2.27,2.2
929,1452,Region 6,201444,243,668,1022,593,141,78,2502,108188,2.31,2.29
930,1452,Region 6,201445,244,788,1117,601,170,90,2766,105213,2.63,2.42
931,1452,Region 6,201446,216,850,1080,473,156,133,2692,103425,2.6,2.24
932,1452,Region 6,201447,239,913,1802,808,219,119,3861,99206,3.89,3.88
933,1452,Region 6,201448,244,1271,1792,1123,294,222,4702,92659,5.07,4.7
934,1452,Region 6,201449,246,1258,2100,1457,441,337,5593,113294,4.94,4.83
935,1452,Region 6,201450,242,1387,2789,1360,411,295,6242,96731,6.45,8.34
936,1452,Region 6,201451,207,1584,2970,1408,437,366,6765,84846,7.97,11.59
937,1452,Region 6,201452,181,1670,1937,1054,417,362,5440,73402,7.41,7.98
938,1452,Region 7,201440,83,50,97,42,15,13,217,50032,0.43,0.69
939,1452,Region 7,201441,83,57,124,54,17,11,263,49871,0.53,0.83
940,1452,Region 7,201442,82,52,127,71,23,13,286,51846,0.55,0.95
941,1452,Region 7,201443,85,65,127,53,25,8,278,51529,0.54,0.85
942,1452,Region 7,201444,81,54,112,36,9,11,222,47891,0.46,0.68
943,1452,Region 7,201445,82,47,123,58,11,11,250,50723,0.49,0.74
944,1452,Region 7,201446,85,61,137,59,22,7,286,50919,0.56,1.02
945,1452,Region 7,201447,81,74,162,55,20,8,319,49713,0.64,0.99
946,1452,Region 7,201448,83,79,161,88,23,17,368,36700,1.0,1.83
947,1452,Region 7,201449,80,89,231,121,44,21,506,53032,0.95,1.76
948,1452,Region 7,201450,76,155,542,219,60,68,1044,51342,2.03,3.67
949,1452,Region 7,201451,61,164,479,227,75,62,1007,15725,6.4,5.71
950,1452,Region 7,201452,50,148,242,191,101,103,785,10008,7.84,7.54
951,1452,Region 8,201440,117,82,152,87,19,8,348,36991,0.94,0.67
952,1452,Region 8,201441,114,58,146,87,23,12,326,37517,0.87,0.66
953,1452,Region 8,201442,114,65,175,82,19,10,351,39391,0.89,0.67
954,1452,Region 8,201443,111,80,173,91,23,10,377,35071,1.07,0.79
955,1452,Region 8,201444,114,81,152,94,25,12,364,36635,0.99,0.77
956,1452,Region 8,201445,109,82,180,80,21,6,369,34733,1.06,0.81
957,1452,Region 8,201446,112,93,215,97,21,14,440,36303,1.21,0.79
958,1452,Region 8,201447,112,98,239,84,26,16,463,36340,1.27,0.76
959,1452,Region 8,201448,115,120,248,104,29,20,521,30849,1.69,0.99
960,1452,Region 8,201449,113,164,284,143,52,18,661,37161,1.78,1.32
961,1452,Region 8,201450,112,189,418,197,57,33,894,37196,2.4,1.87
962,1452,Region 8,201451,99,217,496,227,67,50,1057,34389,3.07,2.47
963,1452,Region 8,201452,97,265,533,315,109,101,1323,28036,4.72,3.94
964,1452,Region 9,201440,227,261,532,202,101,105,1201,85313,1.41,1.73
965,1452,Region 9,201441,239,279,567,216,117,97,1276,86060,1.48,1.83
966,1452,Region 9,201442,244,292,519,232,108,121,1272,89387,1.42,1.73
967,1452,Region 9,201443,249,288,522,256,111,86,1263,92021,1.37,1.7
968,1452,Region 9,201444,254,303,492,186,108,113,1202,85939,1.4,1.72
969,1452,Region 9,201445,261,346,688,218,120,92,1464,88964,1.65,2.03
970,1452,Region 9,201446,245,356,562,193,85,100,1296,82185,1.58,1.91
971,1452,Region 9,201447,260,410,683,256,139,106,1594,90611,1.76,2.16
972,1452,Region 9,201448,254,351,491,227,113,103,1285,60676,2.12,2.46
973,1452,Region 9,201449,250,380,633,289,183,124,1609,85457,1.88,2.17
974,1452,Region 9,201450,229,391,692,284,167,144,1678,77333,2.17,2.42
975,1452,Region 9,201451,168,399,559,247,114,85,1404,58545,2.4,2.78
976,1452,Region 9,201452,110,331,299,123,91,91,935,22666,4.13,3.93
977,1452,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
978,1452,Region 10,201441,53,24,65,20,10,3,122,11648,1.05,1.1
979,1452,Region 10,201442,67,34,62,11,11,2,120,13791,0.87,0.8
980,1452,Region 10,201443,64,40,40,20,6,4,110,13132,0.84,0.76
981,1452,Region 10,201444,68,38,52,27,5,7,129,12914,1.0,0.88
982,1452,Region 10,201445,69,46,67,21,10,11,155,13024,1.19,0.9
983,1452,Region 10,201446,69,43,56,29,10,8,146,12728,1.15,0.91
984,1452,Region 10,201447,64,57,60,22,6,17,162,11532,1.4,1.07
985,1452,Region 10,201448,67,57,43,22,12,8,142,10448,1.36,1.07
986,1452,Region 10,201449,66,58,71,30,28,11,198,11760,1.68,1.45
987,1452,Region 10,201450,61,62,90,35,22,10,219,11039,1.98,1.66
988,1452,Region 10,201451,55,69,106,36,17,10,238,9212,2.58,2.13
989,1452,Region 10,201452,51,84,99,34,13,9,239,6727,3.55,2.57
990,1453,National,201440,1918,2936,4021,2021,706,522,10206,834805,1.22,1.19
991,1453,National,201441,1946,3022,4453,2152,835,537,10999,823667,1.34,1.34
992,1453,National,201442,1977,3431,4739,2348,874,562,11954,836902,1.43,1.41
993,1453,National,201443,1986,3405,4932,2483,896,526,12242,850774,1.44,1.46
994,1453,National,201444,2020,3561,5073,2275,799,516,12224,839405,1.46,1.46
995,1453,National,201445,2013,4167,5752,2360,858,552,13689,843784,1.62,1.65
996,1453,National,201446,1977,4309,5699,2272,896,578,13754,829760,1.66,1.64
997,1453,National,201447,2000,4656,7309,2959,1053,633,16610,813506,2.04,2.11
998,1453,National,201448,2001,5350,6819,3349,1169,873,17560,652861,2.69,2.62
999,1453,National,201449,1997,5998,8952,4642,1777,1215,22584,846115,2.67,2.61
1000,1453,National,201450,1939,7209,12850,5297,1941,1435,28732,818763,3.51,3.7
1001,1453,National,201451,1839,8839,15615,6800,2601,2015,35870,788523,4.55,5.04
1002,1453,National,201452,1705,9528,12693,8584,3546,3319,37670,617041,6.1,5.95
1003,1453,National,201453,1580,8459,8094,8616,3924,3633,32726,604499,5.41,5.61
1004,1453,Region 1,201440,142,101,185,44,13,9,352,50896,0.69,0.88
1005,1453,Region 1,201441,148,109,199,37,24,17,386,50711,0.76,0.93
1006,1453,Region 1,201442,143,81,191,53,21,8,354,45059,0.79,0.95
1007,1453,Region 1,201443,148,84,165,47,20,14,330,51757,0.64,0.82
1008,1453,Region 1,201444,152,115,216,54,30,15,430,52640,0.82,1.07
1009,1453,Region 1,201445,155,145,253,53,24,19,494,57960,0.85,1.18
1010,1453,Region 1,201446,149,129,225,53,31,24,462,51880,0.89,1.16
1011,1453,Region 1,201447,147,148,173,64,26,12,423,50938,0.83,1.05
1012,1453,Region 1,201448,147,134,131,49,22,20,356,34535,1.03,1.25
1013,1453,Region 1,201449,148,151,239,77,33,28,528,51558,1.02,1.28
1014,1453,Region 1,201450,141,179,234,67,34,41,555,47750,1.16,1.41
1015,1453,Region 1,201451,137,211,243,69,31,38,592,47169,1.26,1.43
1016,1453,Region 1,201452,133,226,198,91,54,57,626,30111,2.08,2.28
1017,1453,Region 1,201453,127,219,155,105,63,64,606,29994,2.02,2.36
1018,1453,Region 2,201440,253,872,758,351,150,108,2239,134096,1.67,1.82
1019,1453,Region 2,201441,242,837,675,338,148,110,2108,129275,1.63,1.71
1020,1453,Region 2,201442,255,995,860,450,183,108,2596,129794,2.0,2.38
1021,1453,Region 2,201443,259,927,968,449,155,101,2600,128360,2.03,2.37
1022,1453,Region 2,201444,261,1012,863,343,137,84,2439,124406,1.96,2.05
1023,1453,Region 2,201445,257,1195,917,349,143,108,2712,124318,2.18,2.6
1024,1453,Region 2,201446,254,1092,816,315,155,80,2458,120172,2.05,2.38
1025,1453,Region 2,201447,258,1188,883,378,178,102,2729,118484,2.3,2.96
1026,1453,Region 2,201448,261,1252,835,380,144,98,2709,103177,2.63,3.15
1027,1453,Region 2,201449,256,1409,1035,394,183,107,3128,125296,2.5,2.62
1028,1453,Region 2,201450,229,1373,1073,475,192,117,3230,118120,2.73,3.05
1029,1453,Region 2,201451,226,1407,1340,522,218,168,3655,118398,3.09,3.97
1030,1453,Region 2,201452,186,1537,1301,580,235,147,3800,101784,3.73,4.49
1031,1453,Region 2,201453,171,1526,968,669,256,219,3638,100599,3.62,3.79
1032,1453,Region 3,201440,242,395,627,451,126,90,1689,128589,1.31,1.21
1033,1453,Region 3,201441,238,404,664,461,131,75,1735,112480,1.54,1.39
1034,1453,Region 3,201442,232,415,714,446,147,87,1809,117867,1.53,1.32
1035,1453,Region 3,201443,242,487,703,458,155,81,1884,126579,1.49,1.37
1036,1453,Region 3,201444,241,492,726,450,129,82,1879,122083,1.54,1.39
1037,1453,Region 3,201445,243,546,750,416,134,89,1935,127386,1.52,1.43
1038,1453,Region 3,201446,247,603,728,444,166,88,2029,129958,1.56,1.4
1039,1453,Region 3,201447,244,559,751,477,143,99,2029,114420,1.77,1.72
1040,1453,Region 3,201448,235,631,784,492,159,117,2183,98373,2.22,2.26
1041,1453,Region 3,201449,238,679,1020,740,257,153,2849,125961,2.26,2.19
1042,1453,Region 3,201450,236,881,1515,1012,341,238,3987,129566,3.08,2.88
1043,1453,Region 3,201451,238,1182,2729,1650,557,348,6466,131914,4.9,4.37
1044,1453,Region 3,201452,225,1947,3699,3446,1247,1149,11488,127422,9.02,6.99
1045,1453,Region 3,201453,216,1817,2356,3378,1499,1459,10509,127015,8.27,7.04
1046,1453,Region 4,201440,299,330,530,187,80,46,1173,127408,0.92,0.84
1047,1453,Region 4,201441,305,353,763,248,73,64,1501,128311,1.17,1.12
1048,1453,Region 4,201442,304,328,687,240,80,45,1380,130692,1.06,1.14
1049,1453,Region 4,201443,290,386,741,291,129,48,1595,131254,1.22,1.32
1050,1453,Region 4,201444,314,342,879,252,93,48,1614,132430,1.22,1.31
1051,1453,Region 4,201445,302,482,948,315,119,50,1914,126196,1.52,1.5
1052,1453,Region 4,201446,308,525,1160,335,135,64,2219,128654,1.72,1.7
1053,1453,Region 4,201447,311,621,1721,491,166,75,3074,134852,2.28,2.2
1054,1453,Region 4,201448,300,767,1354,540,242,142,3045,99406,3.06,3.07
1055,1453,Region 4,201449,296,782,1678,820,319,209,3808,122003,3.12,2.87
1056,1453,Region 4,201450,299,1316,2779,868,316,213,5492,124041,4.43,3.75
1057,1453,Region 4,201451,276,1876,3653,1330,559,454,7872,122702,6.42,5.74
1058,1453,Region 4,201452,260,1914,2483,1569,712,659,7337,92589,7.92,7.52
1059,1453,Region 4,201453,251,1312,1285,1138,612,558,4905,93515,5.25,5.56
1060,1453,Region 5,201440,266,358,400,181,80,64,1083,106896,1.01,0.74
1061,1453,Region 5,201441,277,339,443,182,105,48,1117,107731,1.04,0.81
1062,1453,Region 5,201442,281,402,472,190,100,65,1229,108512,1.13,0.88
1063,1453,Region 5,201443,284,394,506,248,101,84,1333,111956,1.19,1.0
1064,1453,Region 5,201444,289,456,558,240,122,65,1441,116025,1.24,1.04
