index,Release_Week,Region,Week,Sites_Reporting,ILI_0_4_years,ILI_5_24_years,ILI_25_49_years,ILI_50_64_years,ILI_65_plus_years,Total_ILI,Total_Patient_Visits,Perc_Unweighted_ILI,Perc_Weighted_ILI
2056,1505,Region 9,201502,234,627,1220,686,340,398,3271,80981,4.04,4.24
2057,1505,Region 9,201503,233,716,1358,616,329,329,3348,72525,4.62,4.78
2058,1505,Region 9,201504,233,752,1566,586,380,350,3634,79765,4.56,4.99
2059,1505,Region 9,201505,197,596,1238,470,250,267,2821,70605,4.0,4.46
2060,1505,Region 10,201440,55,22,30,7,1,1,61,11172,0.55,0.46
2061,1505,Region 10,201441,56,24,66,20,10,3,123,12247,1.0,1.07
2062,1505,Region 10,201442,70,34,62,12,11,2,121,14420,0.84,0.77
2063,1505,Region 10,201443,67,40,40,20,6,4,110,13723,0.8,0.73
2064,1505,Region 10,201444,71,38,52,27,5,7,129,13523,0.95,0.85
2065,1505,Region 10,201445,72,46,67,24,10,11,158,13645,1.16,0.89
2066,1505,Region 10,201446,72,43,60,29,10,8,150,13243,1.13,0.93
2067,1505,Region 10,201447,68,58,65,23,6,17,169,13077,1.29,1.01
2068,1505,Region 10,201448,71,57,44,22,12,8,143,10712,1.33,1.06
2069,1505,Region 10,201449,71,59,73,31,28,11,202,13307,1.52,1.31
2070,1505,Region 10,201450,71,64,93,37,22,10,226,12728,1.78,1.47
2071,1505,Region 10,201451,67,84,123,48,19,12,286,11219,2.55,2.05
2072,1505,Region 10,201452,67,97,119,37,14,13,280,7613,3.68,2.61
2073,1505,Region 10,201453,67,127,100,72,30,19,348,7808,4.46,3.2
2074,1505,Region 10,201501,74,131,127,90,60,34,442,13219,3.34,3.11
2075,1505,Region 10,201502,71,127,194,86,44,39,490,13187,3.72,3.62
2076,1505,Region 10,201503,72,128,194,77,39,39,477,12989,3.67,3.41
2077,1505,Region 10,201504,65,95,194,67,32,18,406,12712,3.19,2.74
2078,1505,Region 10,201505,58,59,79,46,16,14,214,10513,2.04,2.11
2079,1506,National,201440,1967,2938,4027,2040,721,525,10251,841656,1.22,1.18
2080,1506,National,201441,1994,3025,4461,2166,840,545,11037,830482,1.33,1.32
2081,1506,National,201442,2030,3435,4752,2365,875,567,11994,843824,1.42,1.39
2082,1506,National,201443,2040,3414,4971,2496,903,532,12316,861216,1.43,1.44
2083,1506,National,201444,2083,3580,5100,2305,808,524,12317,853951,1.44,1.44
2084,1506,National,201445,2082,4209,5789,2394,878,601,13871,859017,1.61,1.64
2085,1506,National,201446,2013,4342,5751,2304,913,580,13890,843714,1.65,1.64
2086,1506,National,201447,2073,4703,7372,3005,1074,644,16798,830461,2.02,2.09
2087,1506,National,201448,2082,5392,6888,3386,1183,883,17732,669065,2.65,2.59
2088,1506,National,201449,2109,6078,9069,4712,1795,1229,22883,871951,2.62,2.56
2089,1506,National,201450,2078,7306,13070,5373,1994,1455,29198,846613,3.45,3.65
2090,1506,National,201451,2010,9052,16172,7004,2686,2089,37003,826329,4.48,4.93
2091,1506,National,201452,1963,10040,13588,8911,3679,3489,39707,649422,6.11,5.99
2092,1506,National,201453,1960,9550,9190,9415,4304,4070,36529,685978,5.33,5.49
2093,1506,National,201501,1917,6988,9420,8068,3614,2990,31080,757789,4.1,4.26
2094,1506,National,201502,1908,6657,11545,6960,2891,2267,30320,767775,3.95,4.27
2095,1506,National,201503,1877,7389,13375,6429,2929,1952,32074,770056,4.17,4.31
2096,1506,National,201504,1851,6618,12485,5789,2517,1853,29262,751810,3.89,4.05
2097,1506,National,201505,1750,5879,11096,5135,2270,1578,25958,743438,3.49,3.69
2098,1506,National,201506,1470,5063,8134,4206,1742,1246,20391,651216,3.13,3.24
2099,1506,Region 1,201440,145,101,185,44,13,9,352,51419,0.68,0.86
2100,1506,Region 1,201441,151,109,199,37,24,17,386,51169,0.75,0.91
2101,1506,Region 1,201442,148,81,192,53,21,9,356,45797,0.78,0.92
2102,1506,Region 1,201443,153,84,165,47,20,14,330,52589,0.63,0.79
2103,1506,Region 1,201444,157,115,218,55,30,15,433,53504,0.81,1.04
2104,1506,Region 1,201445,161,145,256,54,24,19,498,58836,0.85,1.14
2105,1506,Region 1,201446,154,129,226,53,31,24,463,52595,0.88,1.13
2106,1506,Region 1,201447,154,148,174,64,27,12,425,52399,0.81,1.0
2107,1506,Region 1,201448,154,134,132,49,23,20,358,35524,1.01,1.16
2108,1506,Region 1,201449,159,152,243,78,33,28,534,53318,1.0,1.24
2109,1506,Region 1,201450,153,179,273,67,34,41,594,49650,1.2,1.46
2110,1506,Region 1,201451,149,211,250,69,31,39,600,48143,1.25,1.39
2111,1506,Region 1,201452,146,226,200,91,54,57,628,30883,2.03,2.24
2112,1506,Region 1,201453,145,239,173,108,69,74,663,33707,1.97,2.28
2113,1506,Region 1,201501,147,240,334,148,91,76,889,46060,1.93,2.57
2114,1506,Region 1,201502,147,305,564,195,97,80,1241,47962,2.59,3.22
2115,1506,Region 1,201503,140,457,930,226,127,114,1854,48127,3.85,4.07
2116,1506,Region 1,201504,147,309,838,171,92,53,1463,40608,3.6,3.99
2117,1506,Region 1,201505,138,255,729,165,96,53,1298,39544,3.28,3.94
2118,1506,Region 1,201506,119,181,501,110,76,49,917,35012,2.62,3.47
2119,1506,Region 2,201440,284,872,758,362,157,109,2258,136761,1.65,1.79
2120,1506,Region 2,201441,273,837,677,348,151,115,2128,131830,1.61,1.68
2121,1506,Region 2,201442,288,995,862,461,184,110,2612,132218,1.98,2.35
2122,1506,Region 2,201443,291,930,969,457,156,104,2616,133222,1.96,2.33
2123,1506,Region 2,201444,297,1020,876,354,140,89,2479,132925,1.86,1.99
2124,1506,Region 2,201445,295,1217,933,359,150,111,2770,132937,2.08,2.54
2125,1506,Region 2,201446,262,1111,830,327,168,82,2518,129130,1.95,2.3
2126,1506,Region 2,201447,296,1194,892,394,194,105,2779,127464,2.18,2.77
2127,1506,Region 2,201448,301,1268,855,392,154,104,2773,113030,2.45,2.94
2128,1506,Region 2,201449,301,1445,1062,421,192,113,3233,136639,2.37,2.43
2129,1506,Region 2,201450,280,1402,1111,507,209,122,3351,129158,2.59,2.9
2130,1506,Region 2,201451,282,1465,1433,551,238,176,3863,131491,2.94,3.63
2131,1506,Region 2,201452,280,1723,1640,640,274,188,4465,113444,3.94,5.32
2132,1506,Region 2,201453,243,1790,1208,805,317,295,4415,113476,3.89,4.67
2133,1506,Region 2,201501,202,1357,1310,842,376,287,4172,122979,3.39,4.21
2134,1506,Region 2,201502,203,1262,1822,859,383,301,4627,125353,3.69,4.96
2135,1506,Region 2,201503,195,1433,2300,796,387,249,5165,128615,4.02,5.36
2136,1506,Region 2,201504,188,1152,1937,727,316,246,4378,113170,3.87,5.57
2137,1506,Region 2,201505,184,1036,1863,675,303,187,4064,111202,3.65,5.47
2138,1506,Region 2,201506,161,954,1565,636,251,176,3582,106657,3.36,5.42
2139,1506,Region 3,201440,243,395,627,451,126,90,1689,129304,1.31,1.14
2140,1506,Region 3,201441,239,404,664,462,131,75,1736,113175,1.53,1.33
2141,1506,Region 3,201442,233,415,714,446,147,87,1809,118477,1.53,1.27
2142,1506,Region 3,201443,244,490,706,458,156,84,1894,127899,1.48,1.31
2143,1506,Region 3,201444,244,494,727,452,129,82,1884,123547,1.52,1.32
2144,1506,Region 3,201445,248,552,756,421,143,131,2003,129307,1.55,1.48
2145,1506,Region 3,201446,252,603,730,446,166,88,2033,131835,1.54,1.33
2146,1506,Region 3,201447,250,572,767,477,144,101,2061,116527,1.77,1.65
2147,1506,Region 3,201448,241,639,793,493,160,118,2203,99538,2.21,2.2
2148,1506,Region 3,201449,244,692,1035,741,258,154,2880,127693,2.26,2.1
2149,1506,Region 3,201450,246,910,1560,1014,342,238,4064,131764,3.08,2.86
2150,1506,Region 3,201451,248,1214,2794,1662,560,357,6587,133481,4.93,4.4
2151,1506,Region 3,201452,241,1985,3794,3455,1253,1152,11639,129655,8.98,7.09
2152,1506,Region 3,201453,249,1888,2447,3427,1513,1468,10743,133056,8.07,6.68
2153,1506,Region 3,201501,248,1166,1975,2501,1052,959,7653,131108,5.84,4.72
2154,1506,Region 3,201502,255,1083,1897,1850,690,564,6084,129832,4.69,4.03
2155,1506,Region 3,201503,258,925,2144,1586,812,432,5899,130431,4.52,4.5
2156,1506,Region 3,201504,253,990,2050,1451,569,441,5501,127580,4.31,4.29
2157,1506,Region 3,201505,233,855,1682,1265,496,321,4619,140635,3.28,3.32
2158,1506,Region 3,201506,222,785,1441,1019,435,290,3970,142361,2.79,2.58
2159,1506,Region 4,201440,301,330,531,187,80,46,1174,127917,0.92,0.83
2160,1506,Region 4,201441,307,353,766,248,74,64,1505,128706,1.17,1.12
2161,1506,Region 4,201442,306,328,688,242,80,45,1383,131076,1.06,1.13
2162,1506,Region 4,201443,292,386,741,292,132,48,1599,131740,1.21,1.32
2163,1506,Region 4,201444,316,342,879,256,94,50,1621,132884,1.22,1.31
2164,1506,Region 4,201445,304,482,951,316,119,51,1919,126654,1.52,1.49
2165,1506,Region 4,201446,310,525,1162,340,138,64,2229,129074,1.73,1.69
2166,1506,Region 4,201447,313,621,1722,499,168,76,3086,135255,2.28,2.2
2167,1506,Region 4,201448,304,767,1359,542,242,145,3055,99817,3.06,3.06
2168,1506,Region 4,201449,308,782,1691,830,322,210,3835,124037,3.09,2.85
2169,1506,Region 4,201450,312,1318,2790,872,322,216,5518,126092,4.38,3.71
2170,1506,Region 4,201451,295,1892,3748,1351,574,460,8025,127643,6.29,5.62
2171,1506,Region 4,201452,288,2026,2664,1635,744,712,7781,97759,7.96,7.43
2172,1506,Region 4,201453,304,1464,1431,1291,693,662,5541,106439,5.21,5.12
2173,1506,Region 4,201501,294,1080,1477,1013,492,400,4462,122423,3.64,3.37
2174,1506,Region 4,201502,287,806,1535,716,329,245,3631,120934,3.0,2.84
2175,1506,Region 4,201503,285,1012,1752,655,301,207,3927,117478,3.34,3.15
2176,1506,Region 4,201504,279,827,1751,592,244,181,3595,110659,3.25,2.84
2177,1506,Region 4,201505,266,730,1663,532,257,185,3367,118831,2.83,2.56
2178,1506,Region 4,201506,189,551,1031,450,162,124,2318,84467,2.74,2.24
2179,1506,Region 5,201440,266,358,400,181,80,64,1083,106896,1.01,0.74
2180,1506,Region 5,201441,277,339,443,182,105,48,1117,107731,1.04,0.81
2181,1506,Region 5,201442,281,402,472,190,100,65,1229,108512,1.13,0.88
2182,1506,Region 5,201443,284,394,506,248,101,84,1333,111956,1.19,1.0
2183,1506,Region 5,201444,290,456,558,240,122,65,1441,116089,1.24,1.04
2184,1506,Region 5,201445,288,490,705,249,106,76,1626,114968,1.41,1.17
2185,1506,Region 5,201446,288,557,715,272,115,59,1718,113097,1.52,1.23
2186,1506,Region 5,201447,279,588,831,323,129,79,1950,106903,1.82,1.47
2187,1506,Region 5,201448,290,690,978,324,131,125,2248,85719,2.62,1.88
2188,1506,Region 5,201449,295,1018,1617,558,235,205,3633,117240,3.1,2.4
2189,1506,Region 5,201450,292,1251,2599,819,343,271,5283,118962,4.44,3.88
2190,1506,Region 5,201451,286,1541,2629,952,443,351,5916,112846,5.24,4.93
2191,1506,Region 5,201452,279,1192,1528,967,462,514,4663,76201,6.12,6.61
2192,1506,Region 5,201453,277,1181,884,843,435,459,3802,82897,4.59,4.84
2193,1506,Region 5,201501,279,803,776,665,341,284,2869,91617,3.13,3.23
2194,1506,Region 5,201502,279,700,833,469,284,196,2482,99088,2.5,2.64
2195,1506,Region 5,201503,269,688,765,389,203,141,2186,97377,2.24,2.32
2196,1506,Region 5,201504,255,684,673,353,172,114,1996,98239,2.03,1.94
2197,1506,Region 5,201505,233,623,658,271,158,96,1806,82697,2.18,2.05
2198,1506,Region 5,201506,215,623,594,261,142,96,1716,82214,2.09,1.76
2199,1506,Region 6,201440,240,465,710,469,121,78,1843,103834,1.77,1.83
2200,1506,Region 6,201441,249,560,807,509,187,100,2163,109888,1.97,2.0
2201,1506,Region 6,201442,257,764,932,573,182,103,2554,110415,2.31,2.14
2202,1506,Region 6,201443,257,654,1017,571,171,90,2503,109389,2.29,2.22
2203,1506,Region 6,201444,251,676,1032,604,142,79,2533,108827,2.33,2.32
2204,1506,Region 6,201445,253,799,1128,610,172,90,2799,106093,2.64,2.44
2205,1506,Region 6,201446,225,860,1103,484,157,133,2737,104211,2.63,2.3
2206,1506,Region 6,201447,249,926,1818,818,220,119,3901,100404,3.89,3.88
2207,1506,Region 6,201448,254,1278,1807,1134,295,221,4735,93612,5.06,4.69
2208,1506,Region 6,201449,257,1274,2136,1481,445,336,5672,116434,4.87,4.8
2209,1506,Region 6,201450,257,1398,2911,1333,416,297,6355,100102,6.35,8.08
2210,1506,Region 6,201451,233,1715,3297,1519,457,399,7387,90081,8.2,11.09
2211,1506,Region 6,201452,217,1796,2100,1176,432,420,5924,79596,7.44,7.79
2212,1506,Region 6,201453,228,1642,1551,1653,668,502,6016,79965,7.52,9.99
2213,1506,Region 6,201501,233,1142,1633,1516,585,357,5233,87695,5.97,8.26
2214,1506,Region 6,201502,236,1278,2542,1584,541,298,6243,91298,6.84,9.27
2215,1506,Region 6,201503,235,1472,2962,1610,537,314,6895,106792,6.46,7.68
2216,1506,Region 6,201504,239,1250,2516,1421,494,265,5946,108658,5.47,6.63
2217,1506,Region 6,201505,239,1162,2275,1286,512,285,5520,104758,5.27,6.3
2218,1506,Region 6,201506,221,1059,1801,1167,430,265,4722,96540,4.89,5.89
2219,1506,Region 7,201440,84,50,98,43,15,14,220,50272,0.44,0.7
2220,1506,Region 7,201441,84,57,124,56,18,14,269,50144,0.54,0.86
2221,1506,Region 7,201442,83,53,129,72,23,15,292,52114,0.56,0.97
2222,1506,Region 7,201443,86,68,130,56,27,8,289,51730,0.56,0.9
2223,1506,Region 7,201444,83,54,113,36,13,11,227,48190,0.47,0.71
2224,1506,Region 7,201445,84,48,124,59,13,12,256,50951,0.5,0.77
2225,1506,Region 7,201446,87,63,143,62,22,7,297,50984,0.58,1.09
2226,1506,Region 7,201447,83,75,163,58,20,8,324,49921,0.65,1.03
2227,1506,Region 7,201448,85,79,166,88,23,17,373,37005,1.01,1.84
2228,1506,Region 7,201449,84,92,243,122,41,26,524,53885,0.97,1.79
2229,1506,Region 7,201450,85,170,577,222,66,69,1104,53384,2.07,3.7
2230,1506,Region 7,201451,82,223,667,282,104,83,1359,53809,2.53,4.9
2231,1506,Region 7,201452,84,218,416,284,132,143,1193,36168,3.3,6.47
2232,1506,Region 7,201453,85,275,322,318,122,171,1208,40140,3.01,5.83
2233,1506,Region 7,201501,79,147,273,286,91,109,906,18020,5.03,4.82
2234,1506,Region 7,201502,76,145,351,182,74,67,819,18839,4.35,3.92
2235,1506,Region 7,201503,74,180,401,165,65,55,866,16192,5.35,4.52
2236,1506,Region 7,201504,73,153,410,171,84,104,922,17139,5.38,4.72
2237,1506,Region 7,201505,72,152,293,148,66,95,754,17905,4.21,3.5
2238,1506,Region 7,201506,55,130,164,123,59,46,522,14765,3.54,2.91
2239,1506,Region 8,201440,117,82,152,87,19,8,348,36991,0.94,0.67
2240,1506,Region 8,201441,114,58,146,87,23,12,326,37517,0.87,0.66
2241,1506,Region 8,201442,114,65,175,82,19,10,351,39391,0.89,0.67
2242,1506,Region 8,201443,111,80,173,91,23,10,377,35071,1.07,0.79
2243,1506,Region 8,201444,114,81,152,94,25,12,364,36635,0.99,0.77
2244,1506,Region 8,201445,110,82,180,81,21,6,370,34784,1.06,0.82
2245,1506,Region 8,201446,113,93,216,97,21,14,441,36574,1.21,0.79
2246,1506,Region 8,201447,113,98,239,84,26,16,463,36541,1.27,0.76
2247,1506,Region 8,201448,116,121,250,104,29,20,524,31163,1.68,0.99
2248,1506,Region 8,201449,117,165,286,145,52,18,666,38324,1.74,1.32
2249,1506,Region 8,201450,116,192,425,199,59,34,909,38779,2.34,1.87
2250,1506,Region 8,201451,110,229,522,234,75,51,1111,37438,2.97,2.46
2251,1506,Region 8,201452,111,279,561,331,113,104,1388,30675,4.52,3.9
2252,1506,Region 8,201453,112,397,463,407,148,128,1543,33807,4.56,4.45
2253,1506,Region 8,201501,117,347,499,335,153,112,1446,41491,3.49,3.45
2254,1506,Region 8,201502,118,320,580,333,109,79,1421,39833,3.57,3.42
2255,1506,Region 8,201503,112,362,524,280,118,69,1353,38181,3.54,3.24
2256,1506,Region 8,201504,111,371,493,212,111,62,1249,40376,3.09,3.05
2257,1506,Region 8,201505,109,332,471,214,73,36,1126,38950,2.89,2.81
2258,1506,Region 8,201506,95,305,307,139,58,31,840,34682,2.42,2.11
2259,1506,Region 9,201440,232,263,536,209,109,106,1223,87090,1.4,1.71
2260,1506,Region 9,201441,244,284,569,217,117,97,1284,88075,1.46,1.78
2261,1506,Region 9,201442,250,298,526,234,108,121,1287,91404,1.41,1.69
2262,1506,Region 9,201443,255,288,524,256,111,86,1265,93897,1.35,1.64
2263,1506,Region 9,201444,260,304,493,187,108,114,1206,87827,1.37,1.66
2264,1506,Region 9,201445,267,348,689,221,120,94,1472,90842,1.62,1.96
2265,1506,Region 9,201446,250,358,566,194,85,101,1304,82971,1.57,1.89
2266,1506,Region 9,201447,268,423,701,265,140,111,1640,91970,1.78,2.18
2267,1506,Region 9,201448,266,359,504,238,114,105,1320,62945,2.1,2.46
2268,1506,Region 9,201449,273,399,683,305,189,128,1704,91074,1.87,2.17
2269,1506,Region 9,201450,266,422,731,303,181,157,1794,85994,2.09,2.37
2270,1506,Region 9,201451,258,478,709,336,185,161,1869,80178,2.33,2.66
2271,1506,Region 9,201452,250,498,566,295,201,186,1746,47428,3.68,4.15
2272,1506,Region 9,201453,250,547,611,491,309,292,2250,54683,4.11,4.54
2273,1506,Region 9,201501,244,575,1016,672,373,372,3008,83177,3.62,3.81
2274,1506,Region 9,201502,235,627,1221,686,340,398,3272,81287,4.03,4.22
2275,1506,Region 9,201503,236,730,1401,645,340,332,3448,73777,4.67,4.83
2276,1506,Region 9,201504,239,787,1619,624,400,369,3799,82326,4.61,5.0
2277,1506,Region 9,201505,214,644,1337,516,282,303,3082,76717,4.02,4.37
2278,1506,Region 9,201506,148,416,635,274,113,163,1601,46340,3.45,3.46
2279,1506,Region 10,201440,55,22,30,7,1,1,61,11172,0.55,0.46
2280,1506,Region 10,201441,56,24,66,20,10,3,123,12247,1.0,1.07
2281,1506,Region 10,201442,70,34,62,12,11,2,121,14420,0.84,0.77
2282,1506,Region 10,201443,67,40,40,20,6,4,110,13723,0.8,0.73
2283,1506,Region 10,201444,71,38,52,27,5,7,129,13523,0.95,0.85
2284,1506,Region 10,201445,72,46,67,24,10,11,158,13645,1.16,0.89
2285,1506,Region 10,201446,72,43,60,29,10,8,150,13243,1.13,0.93
2286,1506,Region 10,201447,68,58,65,23,6,17,169,13077,1.29,1.01
2287,1506,Region 10,201448,71,57,44,22,12,8,143,10712,1.33,1.06
2288,1506,Region 10,201449,71,59,73,31,28,11,202,13307,1.52,1.31
2289,1506,Region 10,201450,71,64,93,37,22,10,226,12728,1.78,1.47
2290,1506,Region 10,201451,67,84,123,48,19,12,286,11219,2.55,2.05
2291,1506,Region 10,201452,67,97,119,37,14,13,280,7613,3.68,2.61
2292,1506,Region 10,201453,67,127,100,72,30,19,348,7808,4.46,3.2
2293,1506,Region 10,201501,74,131,127,90,60,34,442,13219,3.34,3.11
2294,1506,Region 10,201502,72,131,200,86,44,39,500,13349,3.75,3.66
2295,1506,Region 10,201503,73,130,196,77,39,39,481,13086,3.68,3.42
2296,1506,Region 10,201504,67,95,198,67,35,18,413,13055,3.16,2.77
2297,1506,Region 10,201505,62,90,125,63,27,17,322,12199,2.64,2.37
2298,1506,Region 10,201506,45,59,95,27,16,6,203,8178,2.48,2.18
